,len,non,rate,snp_freq,stop,syn
bin_7_00458,987,0,0.9954403866378394,0.0,False,0
bin_7_00459,792,0,0.996302733176197,0.0,False,0
bin_7_00460,636,1,0.98528785275202979,0.07232704402515723,False,45
bin_7_00461,1827,8,0.9802233001276125,0.06239737274220033,False,106
bin_7_00463,879,6,0.990565126508404,0.04778156996587031,False,36
bin_7_00464,240,0,0.9905648104353374,0.020833333333333332,False,5
bin_7_00465,948,1,0.98249311139819884,0.06645569620253164,False,62
bin_7_00466,1320,7,0.98029446113095486,0.08409090909090909,False,104
bin_7_00467,270,6,0.98217410908819758,0.07777777777777778,False,15
bin_7_00468,1005,0,0.98948494314315061,0.024875621890547265,False,25
bin_7_00469,894,9,0.98850090388746514,0.042505592841163314,True,29
bin_7_00470,366,5,0.98599621357174616,0.04918032786885246,False,13
bin_7_00471,543,1,0.98991690723602077,0.020257826887661142,False,10
bin_7_00472,1176,21,0.96705085535092272,0.09438775510204081,False,90
bin_7_00473,1035,7,0.97127284954313997,0.09082125603864734,False,87
bin_7_00474,225,0,0.99707761191392541,0.0,False,0
bin_7_00475,681,0,0.99582263332086574,0.0,False,0
bin_7_00477,1143,1,0.99634344382580819,0.0008748906386701663,False,0
bin_7_00478,1284,0,0.99673453240859122,0.0,False,0
bin_7_00479,978,0,0.99708091176060265,0.0,False,0
bin_7_00480,1080,0,0.99676220626067413,0.0,False,0
bin_7_00481,804,0,0.99667881141711945,0.0,False,0
bin_7_00482,939,0,0.99575053438593364,0.0010649627263045794,False,1
bin_7_00483,771,0,0.99682244803997122,0.0,False,0
bin_7_00484,1353,0,0.99642485037209416,0.0,False,0
bin_7_00485,1944,5,0.99609928771482914,0.0030864197530864196,False,1
bin_7_00486,1080,0,0.99606785420238064,0.0,False,0
bin_7_00487,744,0,0.9957298339017866,0.0,False,0
bin_7_00488,831,0,0.9961050013582925,0.0,False,0
bin_7_00489,957,7,0.99009698988047889,0.0438871473354232,False,35
bin_7_00490,1176,2,0.99534589310243127,0.00935374149659864,False,9
bin_7_00491,1902,9,0.99397179620515963,0.03207150368033649,False,52
bin_7_00492,1041,9,0.99133945252599942,0.05763688760806916,False,51
bin_7_00493,1179,9,0.99392412704836508,0.030534351145038167,False,27
bin_7_00494,753,2,0.99057331894827738,0.02656042496679947,False,18
bin_7_00495,1197,8,0.99135475756186109,0.04177109440267335,False,42
bin_7_00496,543,1,0.99336128411382962,0.01841620626151013,False,9
bin_7_00497,870,0,0.99441627675703215,0.004597701149425287,False,4
bin_7_00498,633,5,0.99377023641513063,0.03317535545023697,False,16
bin_7_00499,2187,2,0.99415973556114046,0.015089163237311385,False,31
bin_7_00500,903,2,0.995351440271521,0.008859357696566999,False,6
bin_7_00501,879,0,0.9947500223293323,0.0022753128555176336,False,2
bin_7_00502,438,0,0.99689534495486509,0.0,False,0
bin_7_00503,417,0,0.99671330680823389,0.002398081534772182,False,1
bin_7_00504,408,4,0.98944503132899353,0.04411764705882353,False,14
bin_7_00505,315,0,0.9957130067373674,0.009523809523809525,False,3
bin_7_00506,414,10,0.98246932678034393,0.06038647342995169,False,15
bin_7_00507,735,3,0.99146642658137396,0.009523809523809525,False,4
bin_7_00508,708,4,0.98912664761762037,0.01977401129943503,False,10
bin_7_00510,1827,1,0.99636838574548336,0.0005473453749315818,False,0
bin_7_00511,1359,0,0.99401527125477285,0.005886681383370125,False,8
bin_7_00512,606,1,0.99350176305360627,0.026402640264026403,False,15
bin_7_00513,213,0,0.99620651167302954,0.0,False,0
bin_7_00514,771,30,0.98713877927704297,0.05188067444876784,True,10
bin_7_00515,1740,2,0.99268202062206223,0.020689655172413793,False,34
bin_7_00516,753,4,0.99274955228856976,0.006640106241699867,False,1
bin_7_00517,1221,0,0.99461207313060951,0.009828009828009828,False,12
bin_7_00518,204,0,0.99693795965702703,0.0,False,0
bin_7_00522,1620,0,0.99608383803709144,0.003703703703703704,False,6
bin_7_00523,672,2,0.98216863016855038,0.03273809523809524,False,20
bin_7_00524,384,0,0.96444191287748859,0.07291666666666667,False,28
bin_7_00525,174,0,0.99370555684110362,0.005747126436781609,False,1
bin_7_00526,135,1,0.99336731069092421,0.007407407407407408,False,0
bin_7_00527,780,34,0.98121777136794219,0.07948717948717948,True,28
bin_7_00528,879,5,0.99341284893608928,0.012514220705346985,False,6
bin_7_00529,780,1,0.99419220559621824,0.019230769230769232,False,14
bin_7_00530,1110,1,0.99547331405785744,0.0036036036036036037,False,3
bin_7_00531,594,0,0.99420447066032036,0.0,False,0
bin_7_00532,1083,1,0.99433527989104431,0.012003693444136657,False,12
bin_7_00533,1044,1,0.99519258210334738,0.007662835249042145,False,7
bin_7_00534,1293,4,0.99380894400791187,0.015467904098994586,False,16
bin_7_00535,1341,14,0.99310703323922067,0.017897091722595078,True,10
bin_7_00536,477,3,0.9939249887546473,0.033542976939203356,False,13
bin_7_00537,153,0,0.99416033123444592,0.013071895424836602,False,2
bin_7_00538,765,0,0.99645656611678834,0.00130718954248366,False,1
bin_7_00539,249,10,0.99089153941177033,0.040160642570281124,False,0
bin_7_00540,1473,1,0.99328877500441271,0.009504412763068567,False,13
bin_7_00541,1146,3,0.99140601212602253,0.027050610820244327,False,28
bin_7_00542,1221,0,0.99543570398176329,0.004914004914004914,False,6
bin_7_00543,846,0,0.99659285156034094,0.0,False,0
bin_7_00544,2133,47,0.99027029507374609,0.030473511486169714,True,18
bin_7_00545,945,3,0.99473211681272267,0.004232804232804233,True,1
bin_7_00546,414,0,0.99594056230459516,0.0,False,0
bin_7_00547,1311,5,0.99455705664829741,0.010678871090770405,False,9
bin_7_00548,567,0,0.99602463493966686,0.003527336860670194,False,2
bin_7_00549,1179,1,0.99472900175208256,0.005089058524173028,False,5
bin_7_00550,759,2,0.99579707568301812,0.003952569169960474,False,1
bin_7_00551,1902,4,0.99433188041392706,0.013144058885383806,False,21
bin_7_00552,1257,3,0.99398653577959417,0.031821797931583136,False,37
bin_7_00553,849,2,0.99511205636496747,0.01060070671378092,False,7
bin_7_00554,792,6,0.99235992055893174,0.045454545454545456,False,30
bin_7_00555,1077,5,0.99369720961594599,0.028783658310120707,False,26
bin_7_00556,519,0,0.99411510797407066,0.0038535645472061657,False,2
bin_7_00557,1182,4,0.99243892246609056,0.046531302876480544,False,51
bin_7_00558,324,1,0.9898939909453266,0.021604938271604937,False,6
bin_7_00559,867,4,0.99479149244748266,0.02422145328719723,False,17
bin_7_00560,648,1,0.99206993129250376,0.043209876543209874,False,27
bin_7_00561,438,2,0.99223216551778481,0.05251141552511415,False,21
bin_7_00562,1131,5,0.99353627954856649,0.028293545534924844,False,27
bin_7_00563,933,11,0.99239444647777786,0.023579849946409433,True,11
bin_7_00564,975,3,0.99396982130332845,0.020512820512820513,False,17
bin_7_00565,2709,5,0.99343612712419316,0.029900332225913623,False,76
bin_7_00566,930,0,0.99513435293396768,0.016129032258064516,False,15
bin_7_00567,942,1,0.99433186560880815,0.02653927813163482,False,24
bin_7_00568,1311,1,0.99439459803460972,0.013729977116704805,False,17
bin_7_00569,1086,4,0.99514279068942124,0.019337016574585635,False,17
bin_7_00570,1326,5,0.99297182696668429,0.0444947209653092,True,54
bin_7_00571,750,0,0.99249918512814539,0.014666666666666666,False,11
bin_7_00572,786,1,0.99534883036228039,0.013994910941475827,False,10
bin_7_00573,1122,3,0.99141540659368954,0.062388591800356503,False,67
bin_7_00574,1065,13,0.99295187910424121,0.02629107981220657,False,15
bin_7_00575,543,8,0.99161377749844648,0.027624309392265192,False,7
bin_7_00577,504,5,0.99171666594089358,0.011904761904761904,False,1
bin_7_00578,11223,36,0.99499937007727712,0.0037423148890670943,True,6
bin_7_00579,654,0,0.99585548421063064,0.0,False,0
bin_7_00580,189,0,0.99585503645967555,0.0,False,0
bin_7_00582,714,3,0.99392110692219804,0.02661064425770308,False,16
bin_7_00583,1743,5,0.99448222501500327,0.0034423407917383822,False,1
bin_7_00584,537,0,0.9968335042715285,0.0,False,0
bin_7_00585,384,0,0.99736925373298224,0.0,False,0
bin_7_00586,699,0,0.99660881811059854,0.0,False,0
bin_7_00587,672,0,0.99669034773390308,0.0,False,0
bin_7_00588,537,1,0.99566262288321394,0.00186219739292365,False,0
bin_7_00589,1668,3,0.99450185650601497,0.00539568345323741,False,6
bin_7_00590,288,0,0.99720004397640283,0.0,False,0
bin_7_00592,435,2,0.99004845004182851,0.011494252873563218,False,3
bin_7_00593,1032,4,0.98367892867219053,0.03197674418604651,False,29
bin_7_00594,3348,26,0.97751810467312839,0.06212664277180406,False,182
bin_7_00595,1650,2,0.99392585494653085,0.025454545454545455,False,40
bin_7_00596,1206,0,0.99566665111204777,0.0,False,0
bin_7_00599,921,3,0.99454310332414797,0.02062975027144408,False,16
bin_7_00600,891,8,0.99327270035048798,0.03928170594837262,False,27
bin_7_00601,2082,0,0.99507673017711806,0.0019212295869356388,False,4
bin_7_00604,1149,4,0.98620786785085401,0.020887728459530026,False,20
bin_7_00606,555,0,0.98305621133995702,0.02702702702702703,False,15
bin_7_00608,186,0,0.99584528547638596,0.0,False,0
bin_7_00609,663,0,0.99323636349380129,0.02564102564102564,False,17
bin_7_00610,222,0,0.99189328411353428,0.0045045045045045045,False,1
bin_7_00611,2100,0,0.99530263998099855,0.002380952380952381,False,5
bin_7_00612,1503,0,0.99496433901107095,0.0,False,0
bin_7_00613,1092,4,0.99343457382849065,0.00641025641025641,False,3
bin_7_00614,834,1,0.99476837608431412,0.001199040767386091,False,0
bin_7_00615,1197,1,0.9947977183393818,0.005847953216374269,False,6
bin_7_00616,786,5,0.99203082300237255,0.015267175572519083,False,7
bin_7_00617,534,2,0.99430088539202655,0.0056179775280898875,False,1
bin_7_00618,561,0,0.98863354184569341,0.0142602495543672,False,8
bin_7_00619,1881,16,0.98754215851839144,0.020202020202020204,False,22
bin_7_00620,1194,16,0.98229972852919645,0.048576214405360134,False,42
bin_7_00621,1197,4,0.99148104050323715,0.01086048454469507,False,9
bin_7_00622,378,0,0.99420854945511816,0.0026455026455026454,False,1
bin_7_00623,621,0,0.99466573967204341,0.00322061191626409,False,2
bin_7_00624,183,0,0.99550540015140287,0.0,False,0
bin_7_00625,441,0,0.99472243070309652,0.0022675736961451248,False,1
bin_7_00626,1296,0,0.99307058903741074,0.008487654320987654,False,11
bin_7_00627,642,0,0.99238063148503375,0.010903426791277258,False,7
bin_7_00628,813,0,0.99614707428292371,0.0,False,0
bin_7_00629,222,0,0.99658750343697489,0.0,False,0
bin_7_00630,114,0,0.99648760757529709,0.0,False,0
bin_7_00631,378,1,0.9924301168397216,0.005291005291005291,False,1
bin_7_00632,429,0,0.99452771997837008,0.002331002331002331,False,1
bin_7_00633,627,8,0.98861711560217969,0.023923444976076555,False,7
bin_7_00635,357,0,0.99366946859896177,0.0056022408963585435,False,2
bin_7_00636,1032,5,0.99222451528210365,0.02810077519379845,True,24
bin_7_00637,522,5,0.99123470316369833,0.034482758620689655,False,13
bin_7_00638,780,12,0.98970934007644573,0.04487179487179487,False,23
bin_7_00639,378,6,0.98514121578005898,0.06084656084656084,False,17
bin_7_00640,1695,9,0.99338729196832776,0.010619469026548672,False,9
bin_7_00641,387,2,0.99272982942715171,0.025839793281653745,False,8
bin_7_00642,291,0,0.99275158081754078,0.01718213058419244,False,5
bin_7_00643,234,12,0.98481655882271424,0.05982905982905983,True,2
bin_7_00644,231,1,0.99333231582975989,0.008658008658008658,False,1
bin_7_00645,1431,0,0.98871910352821424,0.025157232704402517,False,36
bin_7_00646,495,0,0.99050471908497817,0.026262626262626262,False,13
bin_7_00647,945,6,0.9816190995828038,0.0455026455026455,False,37
bin_7_00648,579,0,0.99206912636834099,0.010362694300518135,False,6
bin_7_00649,555,4,0.98555560130711439,0.03783783783783784,False,17
bin_7_00650,903,3,0.98473101117096318,0.036544850498338874,False,30
bin_7_00651,774,11,0.97912080908488042,0.08010335917312661,False,51
bin_7_00652,150,1,0.99027250274308998,0.02,False,2
bin_7_00653,654,7,0.98336826726851501,0.04892966360856269,False,25
bin_7_00654,1473,5,0.98640466210079036,0.02987101154107264,False,39
bin_7_00655,744,0,0.99648568536359317,0.0,False,0
bin_7_00656,258,11,0.98253546117644508,0.05426356589147287,False,3
bin_7_00657,657,0,0.99560000345806787,0.0,False,0
bin_7_00658,1554,0,0.99607684193698731,0.0,False,0
bin_7_00659,774,1,0.99477411997747633,0.002583979328165375,False,1
bin_7_00661,834,0,0.99496996024886186,0.0,False,0
bin_7_00663,699,3,0.98608391690595631,0.022889842632331903,False,13
bin_7_00664,525,5,0.99206162542846565,0.02857142857142857,False,10
bin_7_00666,822,0,0.99369407697001488,0.0072992700729927005,False,6
bin_7_00667,744,3,0.985476119826591,0.028225806451612902,False,18
bin_7_00668,390,0,0.99237028966227314,0.005128205128205128,False,2
bin_7_00669,1230,6,0.9834918800453496,0.03333333333333333,False,35
bin_7_00670,1161,1,0.99116977141489893,0.012058570198105082,False,13
bin_7_00671,1755,6,0.98232402677360142,0.035897435897435895,False,57
bin_7_00672,1068,3,0.98877468059198881,0.03838951310861423,False,38
bin_7_00673,1611,18,0.98751422844855341,0.04220980757293606,True,50
bin_7_00674,942,4,0.99023807280509313,0.012738853503184714,False,8
bin_7_00675,981,0,0.9930199560160019,0.00815494393476045,False,8
bin_7_00676,303,4,0.9912978328536719,0.026402640264026403,False,4
bin_7_00677,1005,15,0.99149525948573702,0.030845771144278607,True,16
bin_7_00678,981,3,0.99428920294630752,0.004077471967380225,False,1
bin_7_00679,321,0,0.99442237169142711,0.0,False,0
bin_7_00681,915,3,0.99321624148834597,0.007650273224043716,False,4
bin_7_00682,618,3,0.98727778526926679,0.016181229773462782,False,7
bin_7_00683,252,0,0.99652176832152051,0.0,False,0
bin_7_00684,255,4,0.98880567115516538,0.0196078431372549,False,1
bin_7_00685,1038,1,0.99387686524729302,0.0038535645472061657,False,3
bin_7_00689,1620,0,0.99644706147176454,0.0,False,0
bin_7_00690,900,0,0.99524208744889275,0.0033333333333333335,False,3
bin_7_00691,1251,1,0.99301357249537392,0.008792965627498001,False,10
bin_7_00692,1335,1,0.9915645035884868,0.011235955056179775,False,14
bin_7_00693,1128,1,0.99069140335557326,0.013297872340425532,False,14
bin_7_00694,621,0,0.99062227044803164,0.01288244766505636,False,8
bin_7_00695,765,0,0.99496522590205405,0.0,False,0
bin_7_00696,153,0,0.99245777188870254,0.0,False,0
bin_7_00697,477,0,0.99557685488294034,0.0,False,0
bin_7_00698,1695,0,0.99597907466447122,0.0,False,0
bin_7_00699,1089,0,0.99625900581189297,0.0,False,0
bin_7_00700,1383,0,0.99592038100755631,0.0,False,0
bin_7_00701,1302,0,0.99630988763080996,0.0,False,0
bin_7_00702,1041,0,0.99505650403974766,0.0,False,0
bin_7_00703,1083,1,0.99558416240470116,0.0009233610341643582,False,0
bin_7_00704,594,0,0.99416167412795542,0.0,False,0
bin_7_00705,1110,4,0.99401954383737401,0.005405405405405406,False,2
bin_7_00706,780,0,0.9961541030776232,0.0,False,0
bin_7_00707,879,0,0.99602017376680607,0.0,False,0
bin_7_00708,744,36,0.97870156717563439,0.09408602150537634,True,34
bin_7_00709,336,0,0.99530690242689757,0.002976190476190476,False,1
bin_7_00710,1212,3,0.99469865102217303,0.0033003300330033004,False,1
bin_7_00711,639,1,0.99479909647781239,0.001564945226917058,False,0
bin_7_00712,651,1,0.99551759779788829,0.0015360983102918587,False,0
bin_7_00713,1029,0,0.99510751237824024,0.0,False,0
bin_7_00714,729,0,0.99610269357327885,0.0,False,0
bin_7_00715,588,0,0.99507384064108972,0.0,False,0
bin_7_00716,225,0,0.9965328658560868,0.0,False,0
bin_7_00717,390,0,0.9953941079637445,0.0,False,0
bin_7_00718,480,0,0.99633995760925087,0.0,False,0
bin_7_00719,486,0,0.99600248435912941,0.0,False,0
bin_7_00720,1110,0,0.99475326574083656,0.002702702702702703,False,3
bin_7_00721,690,1,0.99108815024964614,0.011594202898550725,False,7
bin_7_00722,1821,12,0.99003116931706803,0.03844041735310269,False,58
bin_7_00723,1644,2,0.99497053307590888,0.006690997566909975,False,9
bin_7_00724,648,5,0.99545588501555116,0.010802469135802469,False,2
bin_7_00725,1053,2,0.99434693201123014,0.019943019943019943,False,19
bin_7_00726,1545,1,0.9951752536971944,0.005177993527508091,False,7
bin_7_00727,1863,2,0.99555722129008661,0.008051529790660225,False,13
bin_7_00729,771,3,0.99442429698513435,0.02464332036316472,False,16
bin_7_00730,879,1,0.99005397170276199,0.02844141069397042,False,24
bin_7_00731,462,0,0.98623334196705881,0.025974025974025976,False,12
bin_7_00732,852,1,0.99352207278285121,0.005868544600938967,False,4
bin_7_00733,1818,3,0.99500471598778928,0.0027502750275027505,False,2
bin_7_00734,879,0,0.99519639819600203,0.0034129692832764505,False,3
bin_7_00735,1545,1,0.99581635817370784,0.001941747572815534,False,2
bin_7_00736,1239,1,0.9958467054868777,0.0016142050040355124,False,1
bin_7_00737,1020,2,0.99436526891261945,0.0029411764705882353,False,1
bin_7_00738,879,0,0.99502481694290179,0.0011376564277588168,False,1
bin_7_00739,612,0,0.99506381639372476,0.0,False,0
bin_7_00741,921,0,0.99563505287943666,0.0,False,0
bin_7_00743,1530,0,0.99614244822178122,0.0,False,0
bin_7_00744,981,0,0.99586103752704824,0.0,False,0
bin_7_00745,603,1,0.99446387683432913,0.003316749585406302,False,1
bin_7_00747,588,0,0.99587933999656775,0.0,False,0
bin_7_00748,672,0,0.99544831079885077,0.0,False,0
bin_7_00749,1071,0,0.99593654280639188,0.0,False,0
bin_7_00750,1479,0,0.99582469773905979,0.0,False,0
bin_7_00751,270,0,0.99450988876370727,0.0,False,0
bin_7_00753,537,0,0.99605484011377643,0.0,False,0
bin_7_00754,639,0,0.99632939382719865,0.0,False,0
bin_7_00755,909,10,0.9915624269063591,0.0165016501650165,True,5
bin_7_00756,543,2,0.98761129479075183,0.049723756906077346,False,25
bin_7_00757,588,6,0.98494105844987578,0.04251700680272109,False,19
bin_7_00758,441,1,0.98874784195706622,0.018140589569160998,False,7
bin_7_00759,477,3,0.98710769682965316,0.023060796645702306,False,8
bin_7_00760,903,3,0.98848786114859111,0.03211517165005537,False,26
bin_7_00761,981,3,0.98371562018218139,0.0417940876656473,False,38
bin_7_00762,603,9,0.975117887026972,0.05638474295190713,False,25
bin_7_00763,156,1,0.98645396897537641,0.019230769230769232,False,2
bin_7_00764,744,21,0.97525171235610031,0.06989247311827956,False,31
bin_7_00765,1125,10,0.9767741888432615,0.04711111111111111,False,43
bin_7_00766,510,7,0.97763704954466046,0.06470588235294118,True,26
bin_7_00767,1314,13,0.9840748304988417,0.04337899543378995,True,44
bin_7_00768,999,17,0.97694655274254449,0.056056056056056056,False,39
bin_7_00769,1308,11,0.98079036108400131,0.047400611620795105,False,51
bin_7_00770,945,11,0.98097506305722981,0.0380952380952381,False,25
bin_7_00772,180,0,0.99350262129867983,0.005555555555555556,False,1
bin_7_00773,1503,8,0.98130907304522308,0.03592814371257485,False,46
bin_7_00774,486,0,0.99340701286213851,0.00205761316872428,False,1
bin_7_00775,315,4,0.98937425529903933,0.02857142857142857,False,5
bin_7_00776,666,0,0.99520889291389747,0.0,False,0
bin_7_00777,348,0,0.99613488049864596,0.0,False,0
bin_7_00778,324,0,0.99635143132945458,0.0,False,0
bin_7_00779,420,0,0.99576853592740888,0.0,False,0
bin_7_00780,888,24,0.98961831665415034,0.033783783783783786,False,6
bin_7_00782,624,0,0.99587640744922368,0.0,False,0
bin_7_00783,1203,1,0.99636393424448355,0.0008312551953449709,False,0
bin_7_00784,255,0,0.99566412174425434,0.0,False,0
bin_7_00785,285,0,0.99293164596753059,0.0,False,0
bin_7_00786,1170,0,0.99617305338682516,0.0,False,0
bin_7_00787,1875,0,0.99645657314369329,0.0,False,0
bin_7_00788,558,0,0.99685876360704684,0.0,False,0
bin_7_00789,840,0,0.99662062313185096,0.0,False,0
bin_7_00790,831,0,0.99600353373619233,0.0,False,0
bin_7_00791,1353,0,0.99613667140634166,0.0,False,0
bin_7_00792,2172,0,0.99678520457046049,0.0,False,0
bin_7_00793,1638,0,0.99579481681687143,0.0,False,0
bin_7_00794,690,1,0.9930697537427694,0.002898550724637681,False,1
bin_7_00795,312,0,0.99422740665117915,0.00641025641025641,False,2
bin_7_00796,303,5,0.99133581401508386,0.019801980198019802,False,1
bin_7_00798,294,0,0.99654774967290205,0.0,False,0
bin_7_00799,564,0,0.99380308230169123,0.005319148936170213,False,3
bin_7_00800,411,0,0.99116594801064428,0.012165450121654502,False,5
bin_7_00801,522,15,0.98673940213201616,0.040229885057471264,True,6
bin_7_00802,960,3,0.98629840357002374,0.023958333333333335,False,20
bin_7_00803,1302,13,0.98795525274340612,0.023809523809523808,False,18
bin_7_00804,1137,6,0.98432998673391658,0.029023746701846966,False,27
bin_7_00805,3267,17,0.98661672851576154,0.02295684113865932,False,58
bin_7_00806,849,3,0.98681616039146203,0.02237926972909305,False,16
bin_7_00807,936,4,0.98556802248673114,0.02564102564102564,False,20
bin_7_00808,705,6,0.98501701765991168,0.02695035460992908,False,13
bin_7_00809,876,0,0.99097468100162511,0.010273972602739725,False,9
bin_7_00811,1146,5,0.98819555566988659,0.04363001745200698,False,45
bin_7_00812,1473,1,0.99315635891267617,0.006788866259334691,False,9
bin_7_00813,1341,0,0.99306977359810822,0.011931394481730051,False,16
bin_7_00814,432,13,0.97748229423519872,0.07175925925925926,False,18
bin_7_00815,384,0,0.99331364380096898,0.005208333333333333,False,2
bin_7_00816,486,1,0.97864033923424298,0.04938271604938271,False,23
bin_7_00817,903,15,0.9713813971830445,0.07308970099667775,False,51
bin_7_00818,768,2,0.97437327331207957,0.06770833333333333,False,50
bin_7_00819,420,2,0.98328432563402224,0.04047619047619048,False,15
bin_7_00820,912,6,0.98238133813424189,0.041666666666666664,False,32
bin_7_00821,174,6,0.98268972866531057,0.040229885057471264,False,1
bin_7_00822,201,0,0.98895803315416675,0.03482587064676617,False,7
bin_7_00823,450,1,0.99363501722311098,0.006666666666666667,False,2
bin_7_00824,1743,1,0.99387953718976507,0.0051635111876075735,False,8
bin_7_00825,732,3,0.98561608479872653,0.04371584699453552,False,29
bin_7_00826,315,0,0.99615821922487569,0.0,False,0
bin_7_00827,1353,17,0.98949820489927853,0.022172949002217297,True,13
bin_7_00829,495,0,0.99520929202420461,0.0,False,0
bin_7_00830,1134,0,0.99610923119234995,0.0,False,0
bin_7_00831,834,0,0.99521591572378276,0.0,False,0
bin_7_00832,1197,1,0.98979158040727877,0.02422723475355054,False,28
bin_7_00833,786,2,0.99460149086150418,0.003816793893129771,False,1
bin_7_00834,534,3,0.98981733367146607,0.026217228464419477,False,11
bin_7_00835,1428,2,0.98352629447828421,0.04061624649859944,False,56
bin_7_00836,273,0,0.99506009770981618,0.0,False,0
bin_7_00837,417,6,0.99176781683427195,0.03117505995203837,False,7
bin_7_00838,849,4,0.99263486911518672,0.01884570082449941,False,12
bin_7_00839,903,1,0.99515079162050235,0.013289036544850499,False,11
bin_7_00840,2187,0,0.99610471989384275,0.0,False,0
bin_7_00841,231,0,0.99509707495493127,0.0,False,0
bin_7_00843,1038,1,0.99444296594895798,0.0009633911368015414,False,0
bin_7_00844,1902,16,0.99366061246997062,0.011041009463722398,False,5
bin_7_00845,1176,3,0.99543571059995994,0.00935374149659864,False,8
bin_7_00846,1617,0,0.99479973204433336,0.0,False,0
bin_7_00847,1176,4,0.99504113922625925,0.004251700680272109,False,1
bin_7_00848,1554,2,0.9950015620813375,0.001287001287001287,False,0
bin_7_00849,918,0,0.99603531104824672,0.0,False,0
bin_7_00850,198,0,0.98038771225202759,0.050505050505050504,False,10
bin_7_00851,1869,8,0.98015713164336271,0.047084002140181914,False,80
bin_7_00852,2133,55,0.98764054985648575,0.04125644631973746,True,33
bin_7_00853,516,0,0.9959315415453488,0.0,False,0
bin_7_00854,357,0,0.99637949128687942,0.0,False,0
bin_7_00855,1221,0,0.99409182300706767,0.013104013104013105,False,16
bin_7_00856,204,0,0.99544121773319238,0.0,False,0
bin_7_00857,1221,0,0.99567479734155739,0.0,False,0
bin_7_00858,753,2,0.99243591250788743,0.02656042496679947,False,18
bin_7_00859,1728,4,0.99364571516079625,0.013888888888888888,False,20
bin_7_00860,771,0,0.99512096588506227,0.00648508430609598,False,5
bin_7_00861,273,0,0.99686653749699039,0.0,False,0
bin_7_00862,210,0,0.99676830502969915,0.0,False,0
bin_7_00863,666,1,0.99281385664172106,0.0015015015015015015,False,0
bin_7_00864,1359,1,0.99246719364760938,0.017660044150110375,False,23
bin_7_00865,1788,5,0.99518417653860847,0.0039149888143176735,False,2
bin_7_00866,639,0,0.99647082249211882,0.0,False,0
bin_7_00867,936,1,0.99467392890773831,0.004273504273504274,False,3
bin_7_00868,381,0,0.99560883881722329,0.0,False,0
bin_7_00869,1089,9,0.99395632925588817,0.009182736455463728,False,1
bin_7_00870,1131,2,0.99481053083780402,0.0035366931918656055,False,2
bin_7_00871,270,0,0.99680291265955756,0.0,False,0
bin_7_00872,783,0,0.99554742733302815,0.0,False,0
bin_7_00873,1104,0,0.99524161427603075,0.0,False,0
bin_7_00874,483,0,0.99579963518389381,0.0,False,0
bin_7_00875,714,0,0.99599109946339126,0.0,False,0
bin_7_00876,1896,3,0.99617168537720047,0.0015822784810126582,False,0
bin_7_00878,708,0,0.99611060102819604,0.0,False,0
bin_7_00879,621,0,0.99570069562288266,0.0,False,0
bin_7_00880,1710,0,0.9960331235312756,0.0,False,0
bin_7_00881,753,1,0.99441299784285087,0.01593625498007968,False,11
bin_7_00882,351,0,0.99445374223288252,0.0,False,0
bin_7_00883,966,0,0.99529347967196824,0.0,False,0
bin_7_00884,2370,2,0.99380824956314939,0.004219409282700422,False,8
bin_7_00885,753,0,0.98979561265659322,0.0199203187250996,False,15
bin_7_00886,1305,9,0.99143925903257435,0.034482758620689655,False,36
bin_7_00887,582,0,0.99402912901246465,0.0,False,0
bin_7_00888,1425,1,0.99492200817483933,0.0007017543859649122,False,0
bin_7_00889,993,0,0.99503414643001753,0.0,False,0
bin_7_00890,1026,0,0.99469370984712557,0.0,False,0
bin_7_00891,954,0,0.99612506514520882,0.0,False,0
bin_7_00892,1167,0,0.99489666831264789,0.0,False,0
bin_7_00893,303,0,0.99392002463563101,0.0,False,0
bin_7_00894,1101,0,0.99515566612739392,0.0,False,0
bin_7_00895,882,0,0.99482793788140578,0.0,False,0
bin_7_00896,897,1,0.99361364573863842,0.0011148272017837235,False,0
bin_7_00897,708,0,0.9959927813693602,0.0,False,0
bin_7_00898,816,1,0.99552952207032119,0.0012254901960784314,False,0
bin_7_00899,921,0,0.99585892605350368,0.0,False,0
bin_7_00900,1476,0,0.99560741920585116,0.0,False,0
bin_7_00901,1404,0,0.99577949798568421,0.0,False,0
bin_7_00902,1086,0,0.99421774744338953,0.0,False,0
bin_7_00903,381,0,0.99560354008102803,0.0,False,0
bin_7_00904,447,0,0.99465229566500712,0.0,False,0
bin_7_00905,522,0,0.99293271795583371,0.0,False,0
bin_7_00906,1590,9,0.99137881394285976,0.02012578616352201,True,23
bin_7_00907,144,2,0.98888467682259873,0.020833333333333332,False,1
bin_7_00908,843,17,0.98841582533317995,0.03202846975088968,True,10
bin_7_00909,459,0,0.99450044176198005,0.002178649237472767,False,1
bin_7_00910,1467,0,0.99386918140096103,0.0,False,0
bin_7_00911,873,0,0.99411467769924478,0.0,False,0
bin_7_00912,534,0,0.99399834606712634,0.0,False,0
bin_7_00913,585,0,0.99348302599814386,0.0,False,0
bin_7_00914,432,0,0.99353503786597441,0.0,False,0
bin_7_00915,354,0,0.99393771006295772,0.0,False,0
bin_7_00916,1296,1,0.99236883808855825,0.0015432098765432098,False,1
bin_7_00917,729,2,0.99402807857544861,0.00411522633744856,True,1
